FID,the_geom,CATEGORY,NAME
power_towers.9717,POINT (31.0336678 29.0669425),Government and Public Services,Power Tower
power_towers.9718,POINT (31.0336714 30.7719885),Government and Public Services,Power Tower
power_towers.9719,POINT (31.0336736 27.2998961),Government and Public Services,Power Tower
power_towers.9720,POINT (31.0336976 30.0349137),Government and Public Services,Power Tower
power_towers.9721,POINT (31.0337508 29.8080909),Government and Public Services,Power Tower
power_towers.9722,POINT (31.0337787 30.7453344),Government and Public Services,Power Tower
power_towers.9723,POINT (31.0339525 29.8404114),Government and Public Services,Power Tower
power_towers.9724,POINT (31.0339682 29.0642324),Government and Public Services,Power Tower
power_towers.9725,POINT (31.0340245 29.0622512),Government and Public Services,Power Tower
power_towers.9726,POINT (31.03421 30.3224724),Government and Public Services,Power Tower
power_towers.9727,POINT (31.0342636 29.3144304),Government and Public Services,Power Tower
power_towers.9728,POINT (31.034283 30.7836303),Government and Public Services,Power Tower
power_towers.9729,POINT (31.0343091 29.059119),Government and Public Services,Power Tower
power_towers.9730,POINT (31.0343275 29.0609241),Government and Public Services,Power Tower
power_towers.9731,POINT (31.0344136 27.1980945),Government and Public Services,Power Tower
power_towers.9732,POINT (31.0344358 29.8469075),Government and Public Services,Power Tower
power_towers.9733,POINT (31.0344815 30.8226849),Government and Public Services,Power Tower
power_towers.9734,POINT (31.0344922 30.7748369),Government and Public Services,Power Tower
power_towers.9735,POINT (31.0345029 30.7360532),Government and Public Services,Power Tower
power_towers.9736,POINT (31.034636 29.0582435),Government and Public Services,Power Tower
power_towers.9737,POINT (31.0346496 30.7481149),Government and Public Services,Power Tower
power_towers.9738,POINT (31.0347106 30.7908953),Government and Public Services,Power Tower
power_towers.9739,POINT (31.0347889 27.2075269),Government and Public Services,Power Tower
power_towers.9740,POINT (31.0348425 29.118148),Government and Public Services,Power Tower
power_towers.9741,POINT (31.0348537 29.8440873),Government and Public Services,Power Tower
power_towers.9742,POINT (31.0348948 29.0556318),Government and Public Services,Power Tower
power_towers.9743,POINT (31.0349976 29.9632801),Government and Public Services,Power Tower
power_towers.9744,POINT (31.0352325 30.7333191),Government and Public Services,Power Tower
power_towers.9745,POINT (31.035315 29.8504338),Government and Public Services,Power Tower
power_towers.9746,POINT (31.0353472 29.3057491),Government and Public Services,Power Tower
power_towers.9747,POINT (31.0353719 30.7868187),Government and Public Services,Power Tower
power_towers.9748,POINT (31.0354256 30.7505674),Government and Public Services,Power Tower
power_towers.9749,POINT (31.0355919 30.7762701),Government and Public Services,Power Tower
power_towers.9750,POINT (31.0356847 27.206511),Government and Public Services,Power Tower
power_towers.9751,POINT (31.0357227 29.8477538),Government and Public Services,Power Tower
power_towers.9752,POINT (31.0358241 29.0647128),Government and Public Services,Power Tower
power_towers.9753,POINT (31.0358387 30.7823814),Government and Public Services,Power Tower
power_towers.9754,POINT (31.0358708 30.8239149),Government and Public Services,Power Tower
power_towers.9755,POINT (31.035903 30.730792),Government and Public Services,Power Tower
power_towers.9756,POINT (31.0359051 29.3071524),Government and Public Services,Power Tower
power_towers.9757,POINT (31.0359298 30.7676925),Government and Public Services,Power Tower
power_towers.9758,POINT (31.0359513 30.9390671),Government and Public Services,Power Tower
power_towers.9759,POINT (31.0359532 28.9643362),Government and Public Services,Power Tower
power_towers.9760,POINT (31.0359695 27.2977507),Government and Public Services,Power Tower
power_towers.9761,POINT (31.0359719 29.0614333),Government and Public Services,Power Tower
power_towers.9762,POINT (31.0360183 29.9626105),Government and Public Services,Power Tower
power_towers.9763,POINT (31.0360671 29.8113553),Government and Public Services,Power Tower
power_towers.9764,POINT (31.0361734 29.8540908),Government and Public Services,Power Tower
power_towers.9765,POINT (31.0362967 30.3192865),Government and Public Services,Power Tower
power_towers.9766,POINT (31.0363107 30.7533563),Government and Public Services,Power Tower
power_towers.9767,POINT (31.0364842 30.036554),Government and Public Services,Power Tower
power_towers.9768,POINT (31.0365629 30.7283112),Government and Public Services,Power Tower
power_towers.9769,POINT (31.0366025 29.8514853),Government and Public Services,Power Tower
power_towers.9770,POINT (31.0366594 30.7647841),Government and Public Services,Power Tower
power_towers.9771,POINT (31.036697 30.7707899),Government and Public Services,Power Tower
power_towers.9772,POINT (31.0367007 30.7917432),Government and Public Services,Power Tower
power_towers.9773,POINT (31.0370638 29.8577662),Government and Public Services,Power Tower
power_towers.9774,POINT (31.0371014 27.2421871),Government and Public Services,Power Tower
power_towers.9775,POINT (31.0372441 30.7563297),Government and Public Services,Power Tower
power_towers.9776,POINT (31.0372602 30.7256689),Government and Public Services,Power Tower
power_towers.9777,POINT (31.0372602 30.8251311),Government and Public Services,Power Tower
power_towers.9778,POINT (31.037271 30.7820129),Government and Public Services,Power Tower
power_towers.9779,POINT (31.0372999 29.3139444),Government and Public Services,Power Tower
power_towers.9780,POINT (31.0373535 27.2419391),Government and Public Services,Power Tower
power_towers.9781,POINT (31.0373587 30.7618619),Government and Public Services,Power Tower
power_towers.9782,POINT (31.0373785 28.965407),Government and Public Services,Power Tower
power_towers.9783,POINT (31.0374284 30.773639),Government and Public Services,Power Tower
power_towers.9784,POINT (31.0375145 29.8551795),Government and Public Services,Power Tower
power_towers.9785,POINT (31.0375571 28.9677297),Government and Public Services,Power Tower
power_towers.9786,POINT (31.0375705 29.0636583),Government and Public Services,Power Tower
power_towers.9787,POINT (31.0376162 30.7789393),Government and Public Services,Power Tower
power_towers.9788,POINT (31.037667 29.0672636),Government and Public Services,Power Tower
power_towers.9789,POINT (31.0377004 28.9636422),Government and Public Services,Power Tower
power_towers.9790,POINT (31.0377663 28.9616843),Government and Public Services,Power Tower
power_towers.9791,POINT (31.0378128 30.7824505),Government and Public Services,Power Tower
power_towers.9792,POINT (31.0379543 29.8614136),Government and Public Services,Power Tower
power_towers.9793,POINT (31.0380506 29.116578),Government and Public Services,Power Tower
power_towers.9794,POINT (31.038081 30.7589575),Government and Public Services,Power Tower
power_towers.9795,POINT (31.0381185 30.8264071),Government and Public Services,Power Tower
power_towers.9796,POINT (31.0381239 30.722487),Government and Public Services,Power Tower
power_towers.9797,POINT (31.0381368 27.295725),Government and Public Services,Power Tower
power_towers.9798,POINT (31.0381848 28.9610507),Government and Public Services,Power Tower
power_towers.9799,POINT (31.0382473 30.776943),Government and Public Services,Power Tower
power_towers.9800,POINT (31.0383084 29.304327),Government and Public Services,Power Tower
power_towers.9801,POINT (31.0383728 29.8587898),Government and Public Services,Power Tower
power_towers.9802,POINT (31.0383763 28.9593101),Government and Public Services,Power Tower
power_towers.9803,POINT (31.0383799 29.8146686),Government and Public Services,Power Tower
power_towers.9804,POINT (31.0384635 27.2080854),Government and Public Services,Power Tower
power_towers.9805,POINT (31.0386013 30.7878971),Government and Public Services,Power Tower
power_towers.9806,POINT (31.0386667 29.9621557),Government and Public Services,Power Tower
power_towers.9807,POINT (31.0386818 30.9413907),Government and Public Services,Power Tower
power_towers.9808,POINT (31.0387483 29.8648004),Government and Public Services,Power Tower
power_towers.9809,POINT (31.0388824 30.3166238),Government and Public Services,Power Tower
power_towers.9810,POINT (31.038902 28.957292),Government and Public Services,Power Tower
power_towers.9811,POINT (31.0389878 28.9579724),Government and Public Services,Power Tower
power_towers.9812,POINT (31.0389876 30.8277107),Government and Public Services,Power Tower
power_towers.9813,POINT (31.0389983 30.719153),Government and Public Services,Power Tower
power_towers.9814,POINT (31.0390519 30.7802522),Government and Public Services,Power Tower
power_towers.9815,POINT (31.0392292 28.9688943),Government and Public Services,Power Tower
power_towers.9816,POINT (31.0393062 29.8626139),Government and Public Services,Power Tower
power_towers.9817,POINT (31.0393561 30.7928769),Government and Public Services,Power Tower
power_towers.9818,POINT (31.0393647 27.2071262),Government and Public Services,Power Tower
power_towers.9819,POINT (31.0394029 29.9615749),Government and Public Services,Power Tower
power_towers.9820,POINT (31.0394457 29.3054684),Government and Public Services,Power Tower
power_towers.9821,POINT (31.0394669 29.0663169),Government and Public Services,Power Tower
power_towers.9822,POINT (31.0394776 30.0382908),Government and Public Services,Power Tower
power_towers.9823,POINT (31.0395028 28.9549261),Government and Public Services,Power Tower
power_towers.9824,POINT (31.0395422 29.8679916),Government and Public Services,Power Tower
power_towers.9825,POINT (31.0396278 29.0685815),Government and Public Services,Power Tower
power_towers.9826,POINT (31.0397442 28.9550202),Government and Public Services,Power Tower
power_towers.9827,POINT (31.0398459 30.7159755),Government and Public Services,Power Tower
power_towers.9828,POINT (31.0399585 30.8291664),Government and Public Services,Power Tower
power_towers.9829,POINT (31.0402074 29.8664379),Government and Public Services,Power Tower
power_towers.9830,POINT (31.040422 29.8716851),Government and Public Services,Power Tower
power_towers.9831,POINT (31.0404649 27.2935035),Government and Public Services,Power Tower
power_towers.9832,POINT (31.0405025 27.2434984),Government and Public Services,Power Tower
power_towers.9833,POINT (31.0405239 27.2431837),Government and Public Services,Power Tower
power_towers.9834,POINT (31.0405379 30.7133327),Government and Public Services,Power Tower
power_towers.9835,POINT (31.0405613 29.0688414),Government and Public Services,Power Tower
power_towers.9836,POINT (31.0406425 29.8179013),Government and Public Services,Power Tower
power_towers.9837,POINT (31.0409402 30.8306268),Government and Public Services,Power Tower
power_towers.9838,POINT (31.0409906 29.3030172),Government and Public Services,Power Tower
